formula,AIC,BIC
log(duration) ~ problem_set * sensations + (1|participant_id),591.576205,615.024702
log(duration) ~ problem_set * sensations + (1|problem_id),599.828291,623.276789
log(duration) ~ problem_set * sensations + (1|participant_id) + (1|problem_id),422.251068,449.607649
log(duration) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),602.788961,653.594039
log(duration) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),597.028160,647.833238
log(duration) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),422.156480,476.869641
log(duration) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),604.788961,659.502122
log(duration) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),598.988369,653.701530
log(duration) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),424.156480,482.777724
log(duration) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),424.156480,482.777724
log(duration) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),426.156480,488.685807
log(duration) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),602.817876,653.622954
log(duration) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),597.858202,648.663281
log(duration) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),422.222916,476.936077
log(duration) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),604.817876,659.531037
log(duration) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),599.858202,654.571364
log(duration) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),424.222916,482.844160
log(duration) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),424.222916,482.844160
log(duration) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),426.222916,488.752243
log(duration) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),601.632838,652.437916
log(duration) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),606.412072,657.217150
log(duration) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),420.841373,475.554534
log(duration) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),603.632838,658.345999
log(duration) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),608.293366,663.006527
log(duration) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),422.841373,481.462617
log(duration) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),422.841373,481.462617
log(duration) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),424.841373,487.370700
log(duration) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),601.090496,651.895574
log(duration) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),605.709786,656.514865
log(duration) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),420.997160,475.710321
log(duration) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),603.090496,657.803657
log(duration) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),607.647192,662.360353
log(duration) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),422.997160,481.618404
log(duration) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),422.997160,481.618404
log(duration) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),424.997160,487.526487
log(duration) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),601.656315,652.461393
log(duration) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),603.029831,653.834909
log(duration) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),421.261059,475.974220
log(duration) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),603.656315,658.369476
log(duration) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),604.998310,659.711471
log(duration) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),423.261059,481.882303
log(duration) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),423.261059,481.882303
log(duration) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),425.261059,487.790386
log(duration) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),602.199213,653.004291
log(duration) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),606.253684,657.058762
log(duration) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),422.246303,476.959464
log(duration) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),604.199213,658.912374
log(duration) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),608.143554,662.856716
log(duration) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),424.246303,482.867547
log(duration) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),424.246303,482.867547
log(duration) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),426.246303,488.775630
log(duration) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),602.648616,653.453694
log(duration) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),606.409517,657.214595
log(duration) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),422.250537,476.963698
log(duration) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),604.648616,659.361777
log(duration) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),608.274850,662.988011
log(duration) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),424.250537,482.871781
log(duration) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),424.250537,482.871781
log(duration) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),426.250537,488.779864
log(duration) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),602.391166,653.196244
log(duration) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),605.766577,656.571655
log(duration) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),420.808838,475.521999
log(duration) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),604.391166,659.104327
log(duration) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),607.693249,662.406411
log(duration) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),422.808838,481.430082
log(duration) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),422.808838,481.430082
log(duration) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),424.808838,487.338165
log(duration) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),598.942763,649.747841
log(duration) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),606.184359,656.989437
log(duration) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),422.241853,476.955014
log(duration) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),600.942763,655.655924
log(duration) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),608.068012,662.781173
log(duration) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),424.241853,482.863097
log(duration) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),424.241853,482.863097
log(duration) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),426.241853,488.771180
log(duration) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id),602.825626,653.630705
log(duration) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id),606.427672,657.232750
log(duration) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),420.202870,474.916031
log(duration) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),604.825626,659.538788
log(duration) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),608.308241,663.021402
log(duration) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),422.202870,480.824114
log(duration) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),422.202870,480.824114
log(duration) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),424.202870,486.732197
log(duration) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id),599.736899,638.817728
log(duration) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|problem_id),600.671102,639.751932
log(duration) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id),420.705404,463.694316
log(duration) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),601.736899,644.725811
log(duration) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|problem_id) + (1|problem_id:TMS_Type),602.439640,645.428553
log(duration) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),422.705404,469.602399
log(duration) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),422.705404,469.602399
log(duration) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),424.705404,475.510482
log(duration) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id),597.721412,632.894158
log(duration) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|problem_id),601.061074,636.233821
log(duration) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id),417.928745,457.009574
log(duration) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),599.721412,638.802241
log(duration) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|problem_id) + (1|problem_id:TMS_Type),603.004022,642.084852
log(duration) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),419.928745,462.917657
log(duration) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),419.928745,462.917657
log(duration) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),421.928745,468.825740
log(duration) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id),598.108935,633.281682
log(duration) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|problem_id),601.061563,636.234309
log(duration) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id),418.733645,457.814474
log(duration) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),600.108935,639.189765
log(duration) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|problem_id) + (1|problem_id:TMS_Type),602.980012,642.060842
log(duration) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),420.733645,463.722557
log(duration) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),420.733645,463.722557
log(duration) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),422.733645,469.630640
log(duration) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id),597.386525,636.467355
log(duration) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|problem_id),597.601792,636.682622
log(duration) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id),417.622529,460.611441
log(duration) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),599.386525,642.375438
log(duration) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|problem_id) + (1|problem_id:TMS_Type),599.601792,642.590705
log(duration) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),419.622529,466.519524
log(duration) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),419.622529,466.519524
log(duration) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),421.622529,472.427607
log(duration) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),604.355220,659.068381
log(duration) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),598.268021,652.981182
log(duration) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),422.634524,481.255768
log(duration) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),606.355220,664.976464
log(duration) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),600.254961,658.876205
log(duration) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),424.634524,487.163851
log(duration) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),424.634524,487.163851
log(duration) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),426.634524,493.071934
log(duration) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),600.897687,655.610848
log(duration) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),598.773021,653.486182
log(duration) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),424.075653,482.696897
log(duration) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),602.897687,661.518931
log(duration) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),600.736784,659.358028
log(duration) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),426.075653,488.604980
log(duration) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),426.075653,488.604980
log(duration) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),428.075653,494.513063
log(duration) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id),604.786939,659.500100
log(duration) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id),599.020708,653.733869
log(duration) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),422.050634,480.671879
log(duration) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),606.786939,665.408183
log(duration) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),600.983420,659.604664
log(duration) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),424.050634,486.579962
log(duration) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),424.050634,486.579962
log(duration) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),426.050634,492.488044
log(duration) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),604.188568,658.901729
log(duration) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),599.711366,654.424527
log(duration) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),424.149442,482.770686
log(duration) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),606.188568,664.809812
log(duration) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),601.711366,660.332610
log(duration) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),426.149442,488.678769
log(duration) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),426.149442,488.678769
log(duration) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),428.149442,494.586852
log(duration) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),604.637894,659.351055
log(duration) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),599.812897,654.526058
log(duration) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),424.150675,482.771920
log(duration) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),606.637894,665.259138
log(duration) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),601.812897,660.434141
log(duration) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),426.150675,488.680002
log(duration) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),426.150675,488.680002
log(duration) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),428.150675,494.588085
log(duration) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id),604.816128,659.529289
log(duration) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|problem_id),599.829025,654.542186
log(duration) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),422.088556,480.709800
log(duration) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),606.816128,665.437372
log(duration) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),601.829025,660.450269
log(duration) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),424.088556,486.617883
log(duration) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),424.088556,486.617883
log(duration) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),426.088556,492.525966
log(duration) ~ TMS_Type * coding_section_no + session * problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),602.464587,657.177748
log(duration) ~ TMS_Type * coding_section_no + session * problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),605.003223,659.716384
