formula,AIC,BIC
log(duration) ~ problem_set * sensations + (1|participant_id),282.629623,299.599505
log(duration) ~ problem_set * sensations + (1|problem_id),227.219391,244.189273
log(duration) ~ problem_set * sensations + (1|participant_id) + (1|problem_id),179.982718,199.780914
log(duration) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),291.807702,328.575781
log(duration) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),232.547566,269.315645
log(duration) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),180.434117,220.030509
log(duration) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),293.807702,333.404095
log(duration) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),234.547566,274.143959
log(duration) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),182.434117,224.858823
log(duration) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),182.434117,224.858823
log(duration) ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),184.434117,229.687137
log(duration) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),291.945731,328.713810
log(duration) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),234.294183,271.062261
log(duration) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),180.790389,220.386782
log(duration) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),293.945731,333.542123
log(duration) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),236.294183,275.890575
log(duration) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),182.790389,225.215095
log(duration) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),182.790389,225.215095
log(duration) ~ TMS_Type * problem_set + session + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),184.790389,230.043409
log(duration) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),291.497242,328.265320
log(duration) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),234.848076,271.616155
log(duration) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),180.798557,220.394949
log(duration) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),293.497242,333.093634
log(duration) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),236.848076,276.444469
log(duration) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),182.798557,225.223263
log(duration) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),182.798557,225.223263
log(duration) ~ TMS_Type * coding_section_no + session + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),184.798557,230.051577
log(duration) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),290.654592,327.422671
log(duration) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),235.239449,272.007528
log(duration) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),180.753311,220.349703
log(duration) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),292.654592,332.250984
log(duration) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),237.239449,276.835841
log(duration) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),182.753311,225.178017
log(duration) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),182.753311,225.178017
log(duration) ~ TMS_Type * problem_order + session + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),184.753311,230.006331
log(duration) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),291.598561,328.366640
log(duration) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),234.114412,270.882490
log(duration) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),180.285625,219.882017
log(duration) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),293.598561,333.194954
log(duration) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),236.114412,275.710804
log(duration) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),182.285625,224.710331
log(duration) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),182.285625,224.710331
log(duration) ~ session * problem_set + TMS_Type + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),184.285625,229.538644
log(duration) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),291.657978,328.426057
log(duration) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),233.945739,270.713818
log(duration) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),180.416326,220.012719
log(duration) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),293.657978,333.254370
log(duration) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),235.945739,275.542132
log(duration) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),182.416326,224.841032
log(duration) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),182.416326,224.841032
log(duration) ~ session * coding_section_no + TMS_Type + problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),184.416326,229.669346
log(duration) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),291.848206,328.616284
log(duration) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),235.119199,271.887278
log(duration) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),180.129725,219.726117
log(duration) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),293.848206,333.444598
log(duration) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),237.119199,276.715592
log(duration) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),182.129725,224.554431
log(duration) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),182.129725,224.554431
log(duration) ~ session * problem_order + TMS_Type + problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),184.129725,229.382744
log(duration) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),292.022048,328.790127
log(duration) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),234.288291,271.056370
log(duration) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),180.820318,220.416710
log(duration) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),294.022048,333.618440
log(duration) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),236.288291,275.884684
log(duration) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),182.820318,225.245024
log(duration) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),182.820318,225.245024
log(duration) ~ problem_set * coding_section_no + TMS_Type + session + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),184.820318,230.073338
log(duration) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),291.705768,328.473847
log(duration) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),235.240438,272.008517
log(duration) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),180.744455,220.340847
log(duration) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),293.705768,333.302161
log(duration) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),237.240438,276.836831
log(duration) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),182.744455,225.169161
log(duration) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),182.744455,225.169161
log(duration) ~ problem_set * problem_order + TMS_Type + session + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),184.744455,229.997475
log(duration) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id),291.897570,328.665648
log(duration) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id),233.821284,270.589363
log(duration) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),179.673613,219.270005
log(duration) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),293.897570,333.493962
log(duration) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),235.821284,275.417676
log(duration) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),181.673613,224.098319
log(duration) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),181.673613,224.098319
log(duration) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),183.673613,228.926633
log(duration) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id),286.926206,315.209343
log(duration) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|problem_id),232.411000,260.694137
log(duration) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id),175.614326,206.725777
log(duration) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),288.926206,320.037657
log(duration) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|problem_id) + (1|problem_id:TMS_Type),234.411000,265.522451
log(duration) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),177.614326,211.554091
log(duration) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),177.614326,211.554091
log(duration) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),179.614326,216.382405
log(duration) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id),285.092526,310.547350
log(duration) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|problem_id),230.697648,256.152471
log(duration) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id),173.585848,201.868986
log(duration) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),287.092526,315.375664
log(duration) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|problem_id) + (1|problem_id:TMS_Type),232.697648,260.980785
log(duration) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),175.585848,206.697299
log(duration) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),175.585848,206.697299
log(duration) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),177.585848,211.525613
log(duration) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id),285.472407,310.927231
log(duration) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|problem_id),230.901833,256.356657
log(duration) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id),174.886078,203.169215
log(duration) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),287.472407,315.755545
log(duration) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|problem_id) + (1|problem_id:TMS_Type),232.901833,261.184970
log(duration) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),176.886078,207.997529
log(duration) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),176.886078,207.997529
log(duration) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),178.886078,212.825843
log(duration) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id),286.973504,315.256642
log(duration) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|problem_id),231.818478,260.101616
log(duration) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id),175.200664,206.312115
log(duration) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),288.973504,320.084955
log(duration) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|problem_id) + (1|problem_id:TMS_Type),233.818478,264.929930
log(duration) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),177.200664,211.140429
log(duration) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),177.200664,211.140429
log(duration) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),179.200664,215.968742
log(duration) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),293.746966,333.343358
log(duration) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),233.295773,272.892166
log(duration) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),182.397808,224.822514
log(duration) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),295.746966,338.171672
log(duration) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),235.295773,277.720480
log(duration) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),184.397808,229.650827
log(duration) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),184.397808,229.650827
log(duration) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),186.397808,234.479141
log(duration) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),293.385117,332.981509
log(duration) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),234.518454,274.114846
log(duration) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),182.335933,224.760639
log(duration) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),295.385117,337.809823
log(duration) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),236.518454,278.943160
log(duration) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),184.335933,229.588953
log(duration) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),184.335933,229.588953
log(duration) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),186.335933,234.417267
log(duration) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id),293.667902,333.264295
log(duration) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id),232.186256,271.782649
log(duration) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),181.123905,223.548611
log(duration) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),295.667902,338.092608
log(duration) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),234.186256,276.610962
log(duration) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),183.123905,228.376925
log(duration) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),183.123905,228.376925
log(duration) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),185.123905,233.205239
log(duration) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),293.515402,333.111794
log(duration) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),234.861415,274.457807
log(duration) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),182.364953,224.789659
log(duration) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),295.515402,337.940108
log(duration) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),236.861415,279.286121
log(duration) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),184.364953,229.617973
log(duration) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),184.364953,229.617973
log(duration) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),186.364953,234.446286
log(duration) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),293.716292,333.312684
log(duration) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),236.089020,275.685412
log(duration) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),182.095462,224.520168
log(duration) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),295.716292,338.140998
log(duration) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),238.089020,280.513726
log(duration) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),184.095462,229.348482
log(duration) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),184.095462,229.348482
log(duration) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),186.095462,234.176796
log(duration) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id),293.755954,333.352346
log(duration) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|problem_id),234.983866,274.580258
log(duration) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),181.618718,224.043424
log(duration) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),295.755954,338.180660
log(duration) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),236.983866,279.408572
log(duration) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),183.618718,228.871738
log(duration) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),183.618718,228.871738
log(duration) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),185.618718,233.700052
log(duration) ~ TMS_Type * coding_section_no + session * problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),293.029555,332.625947
log(duration) ~ TMS_Type * coding_section_no + session * problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),235.775680,275.372072
